,department1,year,term,enrollment,name_key1,course_title
4042,ENGLISH,2013,spring,5.0,ENGLISH 90HS,Satire: Augustan and Modern: Seminar
4043,ENGLISH,2013,spring,12.0,ENGLISH 90JK,The Poetry of John Keats: Seminar
4044,ENGLISH,2013,spring,7.0,ENGLISH 90M,Renaissance Metamorphoses: Seminar
4045,ENGLISH,2013,spring,10.0,ENGLISH 90PP,Puritans and Planters: Seminar
4046,ENGLISH,2013,spring,14.0,ENGLISH 90QP,20th-Century American Poetry: Seminar
4047,ENGLISH,2013,spring,3.0,ENGLISH 90SB,Samuel Beckett's Plays and Prose: Seminar
4048,ENGLISH,2013,spring,15.0,ENGLISH 90SV,Sexing Victorian Fiction: Seminar
4049,ENGLISH,2013,spring,16.0,ENGLISH 90TV,Adventures with Robert Louis Stevenson: Seminar
4050,ENGLISH,2013,spring,24.0,ENGLISH 98R,Tutorial - Junior Year
4051,ENGLISH,2013,spring,12.0,ENGLISH CALR,Dramatic Screenwriting II: Workshop
4052,ENGLISH,2013,spring,7.0,ENGLISH CANR,Advanced Playwriting: Production Workshop
4053,ENGLISH,2013,spring,12.0,ENGLISH CAPR,Poetry: Workshop
4054,ENGLISH,2013,spring,12.0,ENGLISH CBBR,Intermediate Poetry: Workshop
4055,ENGLISH,2013,spring,10.0,ENGLISH CHCR,Advanced Poetry: Workshop
4056,ENGLISH,2013,spring,11.0,ENGLISH CKR,Introduction to Playwriting: Workshop
4057,ENGLISH,2013,spring,12.0,ENGLISH CLR,Dramatic Screenwriting I: Workshop
4058,ENGLISH,2013,spring,10.0,ENGLISH CNFR,Introduction to Creative Nonfiction: Workshop
4059,ENGLISH,2013,spring,10.0,ENGLISH CNNR,Advanced Creative Nonfiction: Workshop
4060,ENGLISH,2013,spring,11.0,ENGLISH CPWR,Poetry: Workshop
4061,ENGLISH,2013,spring,12.0,ENGLISH CRR,Fiction Writing: Workshop
4062,ENGLISH,2013,spring,13.0,ENGLISH CTR,Advanced Fiction Writing: Workshop
4063,ENGLISH,2013,spring,13.0,ENGLISH CWAR,Advanced Fiction: Workshop
4064,ENGLISH,2013,spring,13.0,ENGLISH CWFR,Introductory Fiction: Workshop
4069,ETHRSON,2013,spring,13.0,ETHRSON 11,Human Rights: A Philosophical Introduction
4070,ETHRSON,2013,spring,25.0,ETHRSON 15,"If There is No God, All is Permitted: Theism and Moral Reasoning"
4071,ETHRSON,2013,spring,67.0,ETHRSON 20,"Self, Serenity, and Vulnerability: West and East"
4072,ETHRSON,2013,spring,68.0,ETHRSON 30,The Just World
4073,ETHRSON,2013,spring,80.0,ETHRSON 32,Security: Carefree or Careless
4074,ETHRSON,2013,spring,93.0,ETHRSON 34,Liberty
4075,ETHRSON,2013,spring,137.0,ETHRSON 35,Nature
4076,EXPOS,2013,spring,15.0,EXPOS 20.003,Expository Writing 20
4077,EXPOS,2013,spring,15.0,EXPOS 20.004,Expository Writing 20
4078,EXPOS,2013,spring,15.0,EXPOS 20.013,Expository Writing 20
4079,EXPOS,2013,spring,16.0,EXPOS 20.020,Expository Writing 20
4080,EXPOS,2013,spring,14.0,EXPOS 20.021,Expository Writing 20
4081,EXPOS,2013,spring,14.0,EXPOS 20.061,Expository Writing 20
4082,EXPOS,2013,spring,15.0,EXPOS 20.062,Expository Writing 20
4083,EXPOS,2013,spring,15.0,EXPOS 20.064,Expository Writing 20
4084,EXPOS,2013,spring,15.0,EXPOS 20.065,Expository Writing 20
4085,EXPOS,2013,spring,12.0,EXPOS 20.078,Expository Writing 20
4086,EXPOS,2013,spring,15.0,EXPOS 20.081,Expository Writing 20
4087,EXPOS,2013,spring,15.0,EXPOS 20.082,Expository Writing 20
4088,EXPOS,2013,spring,12.0,EXPOS 20.083,Expository Writing 20
4089,EXPOS,2013,spring,14.0,EXPOS 20.086,Expository Writing 20
4090,EXPOS,2013,spring,15.0,EXPOS 20.099,Expository Writing 20
4091,EXPOS,2013,spring,15.0,EXPOS 20.100,Expository Writing 20
4092,EXPOS,2013,spring,15.0,EXPOS 20.103,Expository Writing 20
4093,EXPOS,2013,spring,15.0,EXPOS 20.104,Expository Writing 20
4094,EXPOS,2013,spring,16.0,EXPOS 20.113,Expository Writing 20
4095,EXPOS,2013,spring,14.0,EXPOS 20.114,Expository Writing 20
4096,EXPOS,2013,spring,16.0,EXPOS 20.123,Expository Writing 20
4097,EXPOS,2013,spring,15.0,EXPOS 20.127,Expository Writing 20
4098,EXPOS,2013,spring,15.0,EXPOS 20.128,Expository Writing 20
4099,EXPOS,2013,spring,16.0,EXPOS 20.129,Expository Writing 20
4100,EXPOS,2013,spring,14.0,EXPOS 20.130,Expository Writing 20
4101,EXPOS,2013,spring,12.0,EXPOS 20.133,Expository Writing 20
4102,EXPOS,2013,spring,12.0,EXPOS 20.134,Expository Writing 20
4103,EXPOS,2013,spring,15.0,EXPOS 20.140,Expository Writing 20
4104,EXPOS,2013,spring,15.0,EXPOS 20.141,Expository Writing 20
4105,EXPOS,2013,spring,15.0,EXPOS 20.144,Expository Writing 20
4106,EXPOS,2013,spring,14.0,EXPOS 20.156,Expository Writing 20
4107,EXPOS,2013,spring,16.0,EXPOS 20.157,Expository Writing 20
4108,EXPOS,2013,spring,15.0,EXPOS 20.164,Expository Writing 20
4109,EXPOS,2013,spring,15.0,EXPOS 20.165,Expository Writing 20
4110,EXPOS,2013,spring,15.0,EXPOS 20.167,Expository Writing 20
4111,EXPOS,2013,spring,14.0,EXPOS 20.168,Expository Writing 20
4112,EXPOS,2013,spring,15.0,EXPOS 20.169,Expository Writing 20
4113,EXPOS,2013,spring,15.0,EXPOS 20.170,Expository Writing 20
4114,EXPOS,2013,spring,16.0,EXPOS 20.171,Expository Writing 20
4115,EXPOS,2013,spring,15.0,EXPOS 20.172,Expository Writing 20
4116,EXPOS,2013,spring,15.0,EXPOS 20.173,Expository Writing 20
4117,EXPOS,2013,spring,15.0,EXPOS 20.174,Expository Writing 20
4118,EXPOS,2013,spring,15.0,EXPOS 20.175,Expository Writing 20
4119,EXPOS,2013,spring,14.0,EXPOS 20.182,Expository Writing
4120,EXPOS,2013,spring,14.0,EXPOS 20.188,Expository Writing 20
4121,EXPOS,2013,spring,16.0,EXPOS 20.189,Expository Writing 20
4122,EXPOS,2013,spring,14.0,EXPOS 20.192,Expository Writing 20
4123,EXPOS,2013,spring,14.0,EXPOS 20.193,Expository Writing 20
4124,EXPOS,2013,spring,15.0,EXPOS 20.196,Expository Writing 20
4125,EXPOS,2013,spring,10.0,EXPOS 20.200,Expository Writing 20
4126,EXPOS,2013,spring,15.0,EXPOS 20.204,Expository Writing 20
4127,EXPOS,2013,spring,15.0,EXPOS 20.205,Expository Writing 20
4128,EXPOS,2013,spring,13.0,EXPOS 20.208,Expository Writing 20
4129,EXPOS,2013,spring,14.0,EXPOS 20.209,Expository Writing 20
4130,EXPOS,2013,spring,15.0,EXPOS 20.216,Expository Writing 20
4131,EXPOS,2013,spring,15.0,EXPOS 20.219,Expository Writing 20
4132,EXPOS,2013,spring,15.0,EXPOS 20.220,Expository Writing 20
4133,EXPOS,2013,spring,15.0,EXPOS 20.221,Expository Writing 20
4134,EXPOS,2013,spring,14.0,EXPOS 20.222,Expository Writing 20
4135,EXPOS,2013,spring,16.0,EXPOS 20.223,Expository Writing 20
4136,EXPOS,2013,spring,15.0,EXPOS 20.224,Expository Writing 20
4137,EXPOS,2013,spring,15.0,EXPOS 20.225,Expository Writing 20
4138,EXPOS,2013,spring,15.0,EXPOS 20.226,Expository Writing 20
4139,EXPOS,2013,spring,15.0,EXPOS 20.227,Expository Writing 20
4140,EXPOS,2013,spring,29.0,EXPOS 40,Public Speaking Practicum
4160,FRSEMR,2013,spring,8.0,FRSEMR 21G,How Did the First Stars and Galaxies Form?
4161,FRSEMR,2013,spring,10.0,FRSEMR 21K,Monsters and Movers in the Deep
4162,FRSEMR,2013,spring,9.0,FRSEMR 21O,The Neurophysiology of Visual Perception
4163,FRSEMR,2013,spring,11.0,FRSEMR 21Q,Biological Impostors: Mimicry and Camouflage in Nature
4164,FRSEMR,2013,spring,11.0,FRSEMR 21W,"Research at the Harvard Forest: Global Change Ecology-Forests, Ecosystem Function, the Future"
4165,FRSEMR,2013,spring,5.0,FRSEMR 22K,"Guns, Germs, and Stellar Wobble: The Search for Life in the Universe"
4166,FRSEMR,2013,spring,6.0,FRSEMR 22T,Why We Animals Sing (the ways we do)
4167,FRSEMR,2013,spring,5.0,FRSEMR 23E,The Scientific Method: A Roadmap to Knowledge
4168,FRSEMR,2013,spring,11.0,FRSEMR 23K,Insights from Narratives of Illness
4169,FRSEMR,2013,spring,14.0,FRSEMR 23L,"Medicine, Law, and Ethics: An Introduction"
4170,FRSEMR,2013,spring,12.0,FRSEMR 23O,Evolution of Aging
4171,FRSEMR,2013,spring,9.0,FRSEMR 23P,"Physics, Math and Puzzles"
4172,FRSEMR,2013,spring,15.0,FRSEMR 24K,The Surprising Science of Happiness
4173,FRSEMR,2013,spring,13.0,FRSEMR 24U,"How Did I Get Here? Appreciating ""Normal"" Child Development"
4174,FRSEMR,2013,spring,12.0,FRSEMR 26F,Dreams: Our Mind by Night
4175,FRSEMR,2013,spring,14.0,FRSEMR 26J,The Universe's Hidden Dimensions
4176,FRSEMR,2013,spring,5.0,FRSEMR 26S,Mathematical Structures and Gödel's Completeness Theorem
4177,FRSEMR,2013,spring,15.0,FRSEMR 26W,The Biology and Science of Cancer and Its Treatments: From Empiric to Scientific to Humanistic
4178,FRSEMR,2013,spring,15.0,FRSEMR 27E,Big Ideas
4179,FRSEMR,2013,spring,3.0,FRSEMR 27G,Microbes and the Media
4180,FRSEMR,2013,spring,5.0,FRSEMR 30J,The Folklore of Gaelic Scotland
4181,FRSEMR,2013,spring,9.0,FRSEMR 30M,California in the 60s
4182,FRSEMR,2013,spring,9.0,FRSEMR 30O,What is College and What is It For?
4183,FRSEMR,2013,spring,4.0,FRSEMR 30T,The Novel in the Twenty-First Century
4184,FRSEMR,2013,spring,11.0,FRSEMR 32V,The Art of Storytelling
4185,FRSEMR,2013,spring,7.0,FRSEMR 32X,Topics in Indo-Tibetan Buddhism
4186,FRSEMR,2013,spring,10.0,FRSEMR 33O,Animation--Getting Your Hands On Time
4187,FRSEMR,2013,spring,10.0,FRSEMR 34O,You and Your Camera
4188,FRSEMR,2013,spring,11.0,FRSEMR 34Z,"Pressing the Page: Making Art with Letters, Paper & Ink"
4189,FRSEMR,2013,spring,12.0,FRSEMR 35Z,The Modern Political History of the Arab World: From Kings & Presidents for Life to the Arab Spring
4190,FRSEMR,2013,spring,5.0,FRSEMR 36E,African American Visions of American Empire
4191,FRSEMR,2013,spring,7.0,FRSEMR 37E,Extreme American Makeovers
4192,FRSEMR,2013,spring,11.0,FRSEMR 38V,Film Music and Film Sound
4193,FRSEMR,2013,spring,15.0,FRSEMR 39E,Rome and China
4194,FRSEMR,2013,spring,7.0,FRSEMR 39S,"The Visual Arts in Boston, 1670-1970: An Historical Introduction"
4195,FRSEMR,2013,spring,12.0,FRSEMR 40K,"Health Care on Less Than 8,000 Dollars a Year"
4196,FRSEMR,2013,spring,11.0,FRSEMR 41U,Museums
4197,FRSEMR,2013,spring,7.0,FRSEMR 41W,Teenage Wasteland? Youth from James Dean to Katniss Everdeen
4198,FRSEMR,2013,spring,8.0,FRSEMR 42K,Comparative Law and Religion
4199,FRSEMR,2013,spring,11.0,FRSEMR 42N,Comparative National Security of Middle Eastern Countries
