,department1,year,term,enrollment,name_key1,course_title
8043,FRSEMR,2014,fall,1.0,FRSEMR 31G,"The Pleasures of Japanese Poetry: Reading, Writing, and Translation"
8044,FRSEMR,2014,fall,9.0,FRSEMR 31J,Skepticism and Knowledge
8045,FRSEMR,2014,fall,11.0,FRSEMR 31N,Beauty and Christianity
8046,FRSEMR,2014,fall,14.0,FRSEMR 31P,Trials from Ancient Athens
8047,FRSEMR,2014,fall,15.0,FRSEMR 31Q,Literal Looking: What We See in Art
8048,FRSEMR,2014,fall,11.0,FRSEMR 31U,The Varieties of Conservatism
8049,FRSEMR,2014,fall,4.0,FRSEMR 33J,Temples and Museums: Politics of Display and the Arts of South and Southeast Asia
8050,FRSEMR,2014,fall,9.0,FRSEMR 33K,Reasoning About God: Exploring Religious Belief in Light of Philosophy and Cognitive Science
8051,FRSEMR,2014,fall,11.0,FRSEMR 33X,Complexity in Works of Art: Ulysses and Hamlet
8052,FRSEMR,2014,fall,4.0,FRSEMR 35J,Korean Romance Before the Twentieth Century
8053,FRSEMR,2014,fall,12.0,FRSEMR 35N,The Art and Craft of Acting
8054,FRSEMR,2014,fall,11.0,FRSEMR 35V,Poems and Photographs
8055,FRSEMR,2014,fall,9.0,FRSEMR 35W,"Sex, Gender, Shakespeare"
8056,FRSEMR,2014,fall,8.0,FRSEMR 36S,Comparative Historical Mythology
8057,FRSEMR,2014,fall,9.0,FRSEMR 36Z,Monstrous Literature
8058,FRSEMR,2014,fall,11.0,FRSEMR 37K,"Horror in Literature and Movies: Cultural, Psychological, and Scientific Aspects of the Horror Genre"
8059,FRSEMR,2014,fall,13.0,FRSEMR 37Y,Muslim Voices in Contemporary World Literatures
8060,FRSEMR,2014,fall,11.0,FRSEMR 38O,The Evolution of Latino/a Culture: Analyzing the Interplay Between Stereotypes and Self-Definition
8061,FRSEMR,2014,fall,10.0,FRSEMR 38T,Beethoven's String Quartets
8062,FRSEMR,2014,fall,9.0,FRSEMR 39J,Dirty and Dangerous: Environmental Problems and Problem Environments in US History
8063,FRSEMR,2014,fall,3.0,FRSEMR 39P,"Traveling Latin America: Empire, I and the Empirical Eye"
8064,FRSEMR,2014,fall,11.0,FRSEMR 39V,Fear and Wonder: Natural and Unnatural Experience of the Sublime
8065,FRSEMR,2014,fall,6.0,FRSEMR 39X,Watch Her Step: Ballet Past and Present
8066,FRSEMR,2014,fall,15.0,FRSEMR 40I,The Supreme Court in U.S. History
8067,FRSEMR,2014,fall,15.0,FRSEMR 40L,Free Speech
8068,FRSEMR,2014,fall,12.0,FRSEMR 40N,"The Twenty Years' Crisis, 1919-1939: Democracy, Totalitarianism, and Everything Between"
8069,FRSEMR,2014,fall,11.0,FRSEMR 41I,Everyday Life in Nazi Germany
8070,FRSEMR,2014,fall,9.0,FRSEMR 41K,"Human Rights, Law and Advocacy"
8071,FRSEMR,2014,fall,6.0,FRSEMR 41T,"Modernity, Society, and the Novel"
8072,FRSEMR,2014,fall,15.0,FRSEMR 41X,"Can Government be ""good""? Ethics, Public Policy, and Tough Choices"
8073,FRSEMR,2014,fall,16.0,FRSEMR 42U,The Laws of War and the War on Terrorism
8074,FRSEMR,2014,fall,14.0,FRSEMR 43M,Psychology of Religion
8075,FRSEMR,2014,fall,7.0,FRSEMR 44G,Public Policy Approaches to Global Climate Change
8076,FRSEMR,2014,fall,8.0,FRSEMR 44S,Neanderthals and Human Evolutionary Theory
8077,FRSEMR,2014,fall,11.0,FRSEMR 44T,The Atomic Bomb in History and Culture
8078,FRSEMR,2014,fall,9.0,FRSEMR 44W,The Masquerade of Common Scents: An Exploration of Ephemeral Knowledge
8079,FRSEMR,2014,fall,10.0,FRSEMR 46P,Human Rights in Peace and War
8080,FRSEMR,2014,fall,10.0,FRSEMR 46T,Rebels With a Cause: Tiananmen in History and Memory
8081,FRSEMR,2014,fall,9.0,FRSEMR 48E,Health and Mental Health in Everyday Life
8082,FRSEMR,2014,fall,10.0,FRSEMR 48J,Moral and Political issues in Contemporary Democracies
8083,FRSEMR,2014,fall,11.0,FRSEMR 48K,Political Legitimacy and Resistance: What Happened in Montaigne's Library on the Night of October 2
8084,FRSEMR,2014,fall,9.0,FRSEMR 49G,"The Holocaust, History and Reaction"
8085,FRSEMR,2014,fall,11.0,FRSEMR 49N,Measurements of the Mind: The Creation and Critique of the Psychological Test
8097,GOV,2014,fall,37.0,GOV 1008,Introduction to Geographical Information Systems
8098,GOV,2014,fall,21.0,GOV 1010,Survey Research Methods
8099,GOV,2014,fall,6.0,GOV 1019,Basic Mathematics for Social Scientists
8100,GOV,2014,fall,25.0,GOV 1060,Ancient and Medieval Political Philosophy
8101,GOV,2014,fall,49.0,GOV 1074,Political Thought of the American Founding
8102,GOV,2014,fall,22.0,GOV 1243,Russian Politics in Transition
8103,GOV,2014,fall,62.0,GOV 1280,Government and Politics of China
8104,GOV,2014,fall,29.0,GOV 1292,Politics in Brazil
8105,GOV,2014,fall,26.0,GOV 1368,The Politics of American Education
8106,GOV,2014,fall,133.0,GOV 1540,The American Presidency
8107,GOV,2014,fall,52.0,GOV 1730,War and Politics
8108,GOV,2014,fall,21.0,GOV 1780,International Political Economy
8109,GOV,2014,fall,13.0,GOV 1796,"Central Challenges of American National Security, Strategy, and the Press"
8110,GOV,2014,fall,31.0,GOV 2000,Introduction to Quantitative Methods I
8111,GOV,2014,fall,14.0,GOV 2002,Topics in Quantitative Methods
8112,GOV,2014,fall,13.0,GOV 2005,Formal Political Theory I
8113,GOV,2014,fall,8.0,GOV 2034,"Ethics Economics, and Law"
8114,GOV,2014,fall,11.0,GOV 2082,Marx
8115,GOV,2014,fall,300.0,GOV 20,Foundations of Comparative Politics
8116,GOV,2014,fall,14.0,GOV 2148,"Civil Society, West and East"
8117,GOV,2014,fall,5.0,GOV 2305,American Government and Politics: Field Seminar
8118,GOV,2014,fall,9.0,GOV 2474,Approaches to the Study of the US Congress: Models and Methods
8119,GOV,2014,fall,11.0,GOV 2710,International Relations: Field Seminar
8120,GOV,2014,fall,24.0,GOV 3001,Approaches to the Study of Politics
8121,GOV,2014,fall,15.0,GOV 3005,Research Workshop in International Relations
8122,GOV,2014,fall,62.0,GOV 30,American Government: A New Perspective
8123,GOV,2014,fall,5.0,GOV 3100,EJ Safra Graduate Fellowship Seminar
8124,GOV,2014,fall,90.0,GOV 50,Introduction to Political Science Research Methods
8125,GOV,2014,fall,11.0,GOV 92R,Faculty Research Assistant
8126,GOV,2014,fall,12.0,GOV 94AC,"War and Peace: Actors, Institutions and Foreign Policy"
8127,GOV,2014,fall,13.0,GOV 94AU,Political Economy
8128,GOV,2014,fall,13.0,GOV 94CA,"Casino Capitalism: Gambling, Finance, and the Ethics of Speculation"
8129,GOV,2014,fall,12.0,GOV 94DN,Mapping Social and Environmental Space
8130,GOV,2014,fall,7.0,GOV 94FG,"Presidents, Governors, and Mayors: Chief Executive Power in Comparative Perspective"
8131,GOV,2014,fall,14.0,GOV 94FP,The Military Instrument of Foreign Policy
8132,GOV,2014,fall,16.0,GOV 94HA,The Political Science of American Democracy
8133,GOV,2014,fall,12.0,GOV 94IM,Comparative Electoral Systems
8134,GOV,2014,fall,12.0,GOV 94IS,Individual and Society: the psychology of how society affects its citizens
8135,GOV,2014,fall,11.0,GOV 94JB,Secrecy and Transparency
8136,GOV,2014,fall,8.0,GOV 94LE,Liberalism and Empire
8137,GOV,2014,fall,6.0,GOV 94NL,Election Polling and Public Opinion
8138,GOV,2014,fall,12.0,GOV 94OF,Law and Politics in Multicultural Democracies
8139,GOV,2014,fall,5.0,GOV 94PY,Revolution and Politics in Contemporary Iran
8140,GOV,2014,fall,15.0,GOV 94Q,US-Latin American Relations: Seminar
8141,GOV,2014,fall,16.0,GOV 94QA,Community in America
8142,GOV,2014,fall,7.0,GOV 94TD,Tough Transition: Consolidating Democracy under Adverse Circumstances
8143,GOV,2014,fall,12.0,GOV 94XY,Migration and Politics in the Era of Globalization
8188,HIST,2014,fall,59.0,HIST 1010,History of the Prison
8189,HIST,2014,fall,155.0,HIST 1011,The World of the Roman Empire
8190,HIST,2014,fall,14.0,HIST 1015,From Ghana to Guantanamo: European and American Empires in the Long Nineteenth Century
8191,HIST,2014,fall,20.0,HIST 1061,Civilization of the High Middle Ages
8192,HIST,2014,fall,12.0,HIST 1133,The British Revolutions
8193,HIST,2014,fall,6.0,HIST 1206,"Empire, Nation, and Immigration in France since 1870"
8194,HIST,2014,fall,9.0,HIST 1270,Frontiers of Europe: Ukraine since 1500
8195,HIST,2014,fall,29.0,HIST 1280,"History of the Soviet Union, 1917-1991"
8196,HIST,2014,fall,47.0,HIST 1323,"German Social Thought, Nietzsche to Habermas"
8197,HIST,2014,fall,15.0,HIST 13B,The History of International Organizations
8198,HIST,2014,fall,46.0,HIST 1434,American Public Life in the 20th Century
8199,HIST,2014,fall,170.0,HIST 1445,Science and Religion in American History
8200,HIST,2014,fall,17.0,HIST 1526,European Legal History
8201,HIST,2014,fall,31.0,HIST 1602,China's Long 20th Century
8202,HIST,2014,fall,6.0,HIST 1619,Premodern Vietnam
8203,HIST,2014,fall,3.0,HIST 1620,Modern Vietnam
8204,HIST,2014,fall,17.0,HIST 1700,The History of Sub-Saharan Africa to 1860
8205,HIST,2014,fall,16.0,HIST 1877,"History of Middle East, 600-1055"
8206,HIST,2014,fall,10.0,HIST 1916,The History of Evidence
8207,HIST,2014,fall,8.0,HIST 1926,How Historians Imagine Latin American Pasts
8208,HIST,2014,fall,7.0,HIST 1990,Work and Working in Global Perspective
8209,HIST,2014,fall,6.0,HIST 1992,Disease and Public Health in Modern East Asian History
8210,HIST,2014,fall,3.0,HIST 1993,Introduction to Digital History
8211,HIST,2014,fall,14.0,HIST 1997,The Political History of the Arab States Since Independence
8212,HIST,2014,fall,8.0,HIST 2050,Medieval Societies and Cultures: Proseminar
8213,HIST,2014,fall,6.0,HIST 2320HF,Foundations of Modern European Intellectual History: Seminar
8214,HIST,2014,fall,18.0,HIST 2400,Readings in Colonial and Revolutionary America: Proseminar
8215,HIST,2014,fall,7.0,HIST 2426,Topics in the History of Gender and Sexuality: Research Seminar
8216,HIST,2014,fall,8.0,HIST 2463,Graduate Readings in 20th-Century African-American History: Seminar
8217,HIST,2014,fall,7.0,HIST 2469HF,Multimedia History and Literature: New Directions in Scholarly Design: Seminar
8218,HIST,2014,fall,8.0,HIST 2474,Law and Social Reform in 20th Century U.S. History: Seminar
8219,HIST,2014,fall,3.0,HIST 2475,Legal History Workshop
8220,HIST,2014,fall,15.0,HIST 2480HF,The Political Economy of Modern Capitalism: Seminar
8221,HIST,2014,fall,4.0,HIST 2495,Politics and Social Movement in the 20th Century United States: Research Seminar
8222,HIST,2014,fall,7.0,HIST 2886,Islamic Law and Society
8223,HIST,2014,fall,18.0,HIST 2926,Empires Compared: Proseminar
8224,HIST,2014,fall,9.0,HIST 2950HF,Approaches to Global History: Seminar
8225,HIST,2014,fall,28.0,HIST 3900,Writing History: Approaches and Practices
8226,HIST,2014,fall,16.0,HIST 3920HF,Colloquium on Teaching Practices
8227,HIST,2014,fall,5.0,HIST 60H,Good Works: Charity and Philanthropy before the Modern Era
8228,HIST,2014,fall,10.0,HIST 76G,Building the Modern Chinese Nation
8229,HIST,2014,fall,12.0,HIST 80G,Travelers to Byzantium
8230,HIST,2014,fall,14.0,HIST 82B,Fin-de-Siècle Vienna
8231,HIST,2014,fall,7.0,HIST 82L,The French Revolution
8232,HIST,2014,fall,10.0,HIST 83C,Care of the Soul
8233,HIST,2014,fall,15.0,HIST 88B,Medieval History and Cinema
8234,HIST,2014,fall,2.0,HIST 88D,Australia's Black History
8235,HIST,2014,fall,18.0,HIST 89H,Henry Kissinger: Statecraft in Theory and Practice
8236,HIST,2014,fall,27.0,HIST 99,Senior Thesis Tutorial
8248,HISTSCI,2014,fall,109.0,HISTSCI 100,Knowing the World: An Introduction to the History of Science
8249,HISTSCI,2014,fall,42.0,HISTSCI 108,"Bodies, Sexualities, and Medicine in the Medieval Middle East"
8250,HISTSCI,2014,fall,5.0,HISTSCI 115,Instruments & Mechanical Marvels: The Material Culture of Science According to Simon Schaffer
8251,HISTSCI,2014,fall,3.0,HISTSCI 129V,"Ether, Atoms, Particles, and Politics: The Physical Sciences in Modern Society"
8252,HISTSCI,2014,fall,9.0,HISTSCI 130,Heredity and Reproduction
8253,HISTSCI,2014,fall,12.0,HISTSCI 134,Nature on Display
8254,HISTSCI,2014,fall,2.0,HISTSCI 166,"What is Enlightenment?: Science, Religion, and the Making of Modernity"
8255,HISTSCI,2014,fall,8.0,HISTSCI 167V,"To Boldly Go: Science, Exploration, and Culture"
8256,HISTSCI,2014,fall,17.0,HISTSCI 180,"Science, Technology, and Society in Modern East Asia"
8257,HISTSCI,2014,fall,5.0,HISTSCI 200,Knowing the World: Studying the History of Science
8258,HISTSCI,2014,fall,4.0,HISTSCI 206R,It's Only a Hypothesis
8259,HISTSCI,2014,fall,6.0,HISTSCI 209,"Science, Religion and Culture: Debates, Methods and Controversies"
8260,HISTSCI,2014,fall,11.0,HISTSCI 235,Current Topics in the Social Study of the Life Sciences
8261,HISTSCI,2014,fall,4.0,HISTSCI 240V,Classics in the History of Medicine: Seminar
8262,HISTSCI,2014,fall,12.0,HISTSCI 247,Current Issues in the History of Medicine: Seminar
8263,HISTSCI,2014,fall,4.0,HISTSCI 259,The History of the History of Science
8264,HISTSCI,2014,fall,14.0,HISTSCI 272,"Big Data: Past, Present, Future"
8265,HISTSCI,2014,fall,10.0,HISTSCI 285,"Science, Power and Politics"
8266,HISTSCI,2014,fall,5.0,HISTSCI 298V,"Media, Method, and Practice"
8267,HISTSCI,2014,fall,7.0,HISTSCI 310HF,History of Science Salon
8268,HISTSCI,2014,fall,9.0,HISTSCI 320QC,"Secrecy, Security, Surveillance"
8269,HISTSCI,2014,fall,29.0,HISTSCI 98,Tutorial - Junior Year
8270,HISTSCI,2014,fall,26.0,HISTSCI 99A,Tutorial - Senior Year
8316,LIFESCI,2014,fall,23.0,LIFESCI 100,Experimental Research in the Life Sciences
8317,LIFESCI,2014,fall,485.0,LIFESCI 1A,"An Integrated Introduction to the Life Sciences: Chemistry, Molecular Biology, and Cell Biology"
8318,LIFESCI,2014,fall,134.0,LIFESCI 2,Evolutionary Human Physiology and Anatomy
8340,MATH,2014,fall,28.0,MATH 114,"Analysis II: Measure, Integration and Banach Spaces"
8341,MATH,2014,fall,5.0,MATH 115,Methods of Analysis
8342,MATH,2014,fall,25.0,MATH 121,Linear Algebra and Applications
8343,MATH,2014,fall,72.0,MATH 122,Algebra I: Theory of Groups and Vector Spaces
8344,MATH,2014,fall,32.0,MATH 124,Number Theory
8345,MATH,2014,fall,22.0,MATH 131,Topology I: Topological Spaces and the Fundamental Group
8346,MATH,2014,fall,4.0,MATH 136,Differential Geometry
8347,MATH,2014,fall,9.0,MATH 141,Introduction to Mathematical Logic
8348,MATH,2014,fall,3.0,MATH 145A,Set Theory I
8349,MATH,2014,fall,15.0,MATH 152,Discrete Mathematics
8350,MATH,2014,fall,20.0,MATH 18,Multivariable Calculus for Social Sciences
8351,MATH,2014,fall,32.0,MATH 19A,Modeling and Differential Equations for the Life Sciences
8352,MATH,2014,fall,144.0,MATH 1A,Introduction to Calculus
8353,MATH,2014,fall,253.0,MATH 1B,"Calculus, Series, and Differential Equations"
8354,MATH,2014,fall,11.0,MATH 212A,Real Analysis
8355,MATH,2014,fall,325.0,MATH 21A,Multivariable Calculus
8356,MATH,2014,fall,97.0,MATH 21B,Linear Algebra and Differential Equations
8357,MATH,2014,fall,7.0,MATH 221,Algebra
8358,MATH,2014,fall,14.0,MATH 223A,Algebraic Number Theory
8359,MATH,2014,fall,13.0,MATH 224,Representations of Reductive Lie Groups
8360,MATH,2014,fall,14.0,MATH 229X,Introduction to Analytic Number Theory
8361,MATH,2014,fall,16.0,MATH 230A,Differential Geometry
8362,MATH,2014,fall,29.0,MATH 231A,Algebraic Topology
8363,MATH,2014,fall,13.0,MATH 232A,Introduction to Algebraic Geometry I
8364,MATH,2014,fall,13.0,MATH 233A,Theory of Schemes I
8365,MATH,2014,fall,82.0,MATH 23A,Linear Algebra and Real Analysis I
8366,MATH,2014,fall,27.0,MATH 250,Algebraic Invariants of Knots
8367,MATH,2014,fall,20.0,MATH 258X,Random Matrix
8368,MATH,2014,fall,59.0,MATH 25A,Honors Linear Algebra and Real Analysis I
8369,MATH,2014,fall,29.0,MATH 263Y,Topics in Geometry and Physics: K-Theory
8370,MATH,2014,fall,11.0,MATH 269,Topics in Kinetic Theory
8371,MATH,2014,fall,34.0,MATH 281,Algebraic K-theory and Manifold Topology
8372,MATH,2014,fall,17.0,MATH 55A,Honors Abstract Algebra
8373,MATH,2014,fall,8.0,MATH 99R,Tutorial
8374,MATH,2014,fall,82.0,MATH MA,Introduction to Functions and Calculus I
8377,MCB,2014,fall,6.0,MCB 101,Human Genetics
8378,MCB,2014,fall,50.0,MCB 115,Cellular Basis of Neuronal Function
8379,MCB,2014,fall,19.0,MCB 121,The Microbes
8380,MCB,2014,fall,19.0,MCB 129,"The Brain: Development, Plasticity and Decline"
8381,MCB,2014,fall,55.0,MCB 169,Molecular and Cellular Immunology
8382,MCB,2014,fall,8.0,MCB 176,Biochemistry of Membranes
8383,MCB,2014,fall,17.0,MCB 208,Talking about Science
8384,MCB,2014,fall,41.0,MCB 290HFR,"Current Topics in Molecular, Cellular and Organismal Biology"
8385,MCB,2014,fall,15.0,MCB 291,"Genetics, Genomics and Evolutionary Biology"
8386,MCB,2014,fall,16.0,MCB 292,"Cellular Biology, Neurobiology and Developmental Biology"
8387,MCB,2014,fall,16.0,MCB 293,"Biochemistry, Chemical and Structural Biology"
8388,MCB,2014,fall,9.0,MCB 294,Interesting Questions in Engineering and Physical Biology
8389,MCB,2014,fall,33.0,MCB 52,Molecular Biology
8390,MCB,2014,fall,92.0,MCB 60,Cellular Biology and Molecular Medicine
8391,MCB,2014,fall,15.0,MCB 63,Biochemistry and Molecular Medicine
8392,MCB,2014,fall,191.0,MCB 80,Neurobiology of Behavior
8409,MUSIC,2014,fall,9.0,MUSIC 105R,"Fundaments of Improvisation & Composition, Dance"
8410,MUSIC,2014,fall,67.0,MUSIC 10HFR,Harvard-Radcliffe Orchestra
8411,MUSIC,2014,fall,5.0,MUSIC 12HFR,The Harvard Dance Project
8412,MUSIC,2014,fall,25.0,MUSIC 14HFR,Harvard-Radcliffe Collegium Musicum
8413,MUSIC,2014,fall,22.0,MUSIC 150A,Theory IIa
8414,MUSIC,2014,fall,7.0,MUSIC 152,Post-Tonal Analysis
8415,MUSIC,2014,fall,30.0,MUSIC 153,Jazz Harmony
8416,MUSIC,2014,fall,21.0,MUSIC 15HFR,Harvard Glee Club
8417,MUSIC,2014,fall,7.0,MUSIC 160R,Composition: Proseminar
8418,MUSIC,2014,fall,13.0,MUSIC 16HFR,Radcliffe Choral Society
8419,MUSIC,2014,fall,8.0,MUSIC 175R,Special Topics
8420,MUSIC,2014,fall,26.0,MUSIC 189R,Chamber Music Performance
8421,MUSIC,2014,fall,14.0,MUSIC 189RS,Chamber Music Performance
8422,MUSIC,2014,fall,12.0,MUSIC 190GEW,Music in Islamic Contexts
8423,MUSIC,2014,fall,4.0,MUSIC 193R,Topics in Music from 1800 to the Present: Proseminar
8424,MUSIC,2014,fall,12.0,MUSIC 194R,Special Topics
8425,MUSIC,2014,fall,6.0,MUSIC 201A,Current Methods in Historical Musicology
8426,MUSIC,2014,fall,4.0,MUSIC 207R,Ethnomusicology: Seminar
8427,MUSIC,2014,fall,6.0,MUSIC 216R,18th-Century Music: Seminar
8428,MUSIC,2014,fall,9.0,MUSIC 218R,20th-Century Music: Seminar
8429,MUSIC,2014,fall,5.0,MUSIC 230RS,Topics in Music Theory
8430,MUSIC,2014,fall,8.0,MUSIC 250HF,Colloquium on Teaching Pedagogy
8431,MUSIC,2014,fall,5.0,MUSIC 261R,Composition: Seminar
8432,MUSIC,2014,fall,6.0,MUSIC 262R,Composition: Seminar
8433,MUSIC,2014,fall,5.0,MUSIC 266R,Creative Music Seminar
8434,MUSIC,2014,fall,4.0,MUSIC 271R,Fromm Seminar in Composition
8435,MUSIC,2014,fall,6.0,MUSIC 280R,Theorizing Improvisation
8436,MUSIC,2014,fall,14.0,MUSIC 4,Introduction to Composition
8437,MUSIC,2014,fall,44.0,MUSIC 51A,Theory Ia
8438,MUSIC,2014,fall,16.0,MUSIC 97C,Music History and Repertory: Music in Cross-Cultural Perspective
8439,MUSIC,2014,fall,8.0,MUSIC BHF,Exercises in Tonal Writing and Analysis
8486,PHYSCI,2014,fall,34.0,PHYSCI 10,Quantum and Statistical Foundations of Chemistry
8487,PHYSCI,2014,fall,64.0,PHYSCI 12B,"Electromagnetism and Statistical Physics from an Analytic, Numerical and Experimental Perspective"
8488,PHYSCI,2014,fall,190.0,PHYSCI 2,"Mechanics, Elasticity, Fluids, and Diffusion"
8489,PHYSICS,2014,fall,12.0,PHYSICS 140,Introduction to the Physics of Living Systems
8490,PHYSICS,2014,fall,37.0,PHYSICS 143A,Quantum Mechanics I
8491,PHYSICS,2014,fall,17.0,PHYSICS 143B,Quantum Mechanics II
8492,PHYSICS,2014,fall,4.0,PHYSICS 145,Elementary Particle Physics
8493,PHYSICS,2014,fall,22.0,PHYSICS 151,Mechanics
8494,PHYSICS,2014,fall,78.0,PHYSICS 15A,Introductory Mechanics and Relativity
8495,PHYSICS,2014,fall,26.0,PHYSICS 15B,Introductory Electromagnetism
8496,PHYSICS,2014,fall,25.0,PHYSICS 15C,Wave Phenomena
8497,PHYSICS,2014,fall,46.0,PHYSICS 16,Mechanics and Special Relativity
8498,PHYSICS,2014,fall,5.0,PHYSICS 191R,Advanced Laboratory
8499,PHYSICS,2014,fall,8.0,PHYSICS 195,Introduction to Solid State Physics
8500,PHYSICS,2014,fall,35.0,PHYSICS 210,General Theory of Relativity
8501,PHYSICS,2014,fall,5.0,PHYSICS 223,Electronics for Scientists
8502,PHYSICS,2014,fall,1.0,PHYSICS 247R,Laboratory Course in Contemporary Physics
8503,PHYSICS,2014,fall,35.0,PHYSICS 251A,Advanced Quantum Mechanics I
8504,PHYSICS,2014,fall,31.0,PHYSICS 253A,Quantum Field Theory I
8505,PHYSICS,2014,fall,13.0,PHYSICS 271,Topics in the Physics of Quantum Information
8506,PHYSICS,2014,fall,18.0,PHYSICS 284,Strongly Correlated Systems in Atomic and Condensed Matter Physics
8507,PHYSICS,2014,fall,13.0,PHYSICS 285A,Modern Atomic and Optical Physics I
8508,PHYSICS,2014,fall,8.0,PHYSICS 287A,Introduction to String Theory
8509,PHYSICS,2014,fall,3.0,PHYSICS 289R,"Euclidean Random Fields, Relativistic Quantum Fields and Positive Temperature"
8510,PHYSICS,2014,fall,13.0,PHYSICS 295B,Quantum Theory of Solids
8511,PHYSICS,2014,fall,2.0,PHYSICS 305B,Experimental High Energy Physics
8512,PHYSICS,2014,fall,4.0,PHYSICS 95,Topics in Current Research
8519,PSY,2014,fall,55.0,PSY 1005,Health Psychology
8520,PSY,2014,fall,16.0,PSY 1008,"Impediments to Excelling: Social Threat, Ostracism, Anxiety, and Choking"
8521,PSY,2014,fall,82.0,PSY 1201,Your Brain on Drugs: Psychopharmacology
8522,PSY,2014,fall,10.0,PSY 1304,Brain Damage as a Window into the Mind: Cognitive Neuropsychology
8523,PSY,2014,fall,21.0,PSY 1305,Evolution and Cognition
8524,PSY,2014,fall,7.0,PSY 1352,Foundations of Cognitive Neuroscience Research
8525,PSY,2014,fall,28.0,PSY 14,Cognitive Neuroscience
8526,PSY,2014,fall,22.0,PSY 1502,Cultural Psychology: Exploring Social Identities in the U.S. and Beyond
8527,PSY,2014,fall,10.0,PSY 1504,Social Cognition: Making Sense of our Social World
8528,PSY,2014,fall,36.0,PSY 1508,How to Nudge: Using Social Psychology and Decision Science to Change Behavior and Policy
8529,PSY,2014,fall,166.0,PSY 15,Social Psychology
8530,PSY,2014,fall,5.0,PSY 1652R,Laboratory in Early Cognitive Development
8531,PSY,2014,fall,16.0,PSY 1750,"Free Will, Responsibility, and Law"
8532,PSY,2014,fall,20.0,PSY 1852,Clinical Psychology in Everyday Life
8533,PSY,2014,fall,199.0,PSY 18,Abnormal Psychology
8534,PSY,2014,fall,75.0,PSY 1900,Introduction to Statistics for the Behavioral Sciences
8535,PSY,2014,fall,29.0,PSY 1901,Methods of Behavioral Research
8536,PSY,2014,fall,28.0,PSY 1950,Intermediate Statistical Analysis in Psychology
8537,PSY,2014,fall,14.0,PSY 2010,Contemporary Topics in Psychological Research
8538,PSY,2014,fall,12.0,PSY 2050,History of Psychology: Seminar
8539,PSY,2014,fall,5.0,PSY 2160R,Laboratory for Affective and Developmental Neuroscience
8540,PSY,2014,fall,15.0,PSY 2170,Developmental Proseminar
8541,PSY,2014,fall,7.0,PSY 2356R,Visual Cognition: Research Seminar
8542,PSY,2014,fall,8.0,PSY 2358R,Memory: Research Seminar
8543,PSY,2014,fall,12.0,PSY 2410R,Laboratory Research on Emotional Disorders
8544,PSY,2014,fall,7.0,PSY 2420,Cognitive-Behavioral Treatment of Psychological Disorders
8545,PSY,2014,fall,8.0,PSY 2436R,Social Neuroscience and Psychopathology Laboratory
8546,PSY,2014,fall,6.0,PSY 2446R,Clinical Research Laboratory
8547,PSY,2014,fall,5.0,PSY 2450,Affective and Social Neuroscience
8548,PSY,2014,fall,8.0,PSY 2461R,Laboratory for Clinical and Developmental Research
8549,PSY,2014,fall,4.0,PSY 2464R,Research Methods in Child & Adolescent Clinical Psychology
8550,PSY,2014,fall,23.0,PSY 2553R,Behavioral Insights Group Research Seminar
8551,PSY,2014,fall,5.0,PSY 2554R,Moral Cognition: Research Seminar
8552,PSY,2014,fall,5.0,PSY 2560R,Laboratory in Social Cognition
8553,PSY,2014,fall,9.0,PSY 2570R,Intergroup Relations: Research Seminar
8554,PSY,2014,fall,18.0,PSY 2580R,Affective Forecasting: Research Seminar
8555,PSY,2014,fall,5.0,PSY 2640R,The Understand Seminar
8556,PSY,2014,fall,2.0,PSY 2661R,"Research Seminar in Nonverbal Behavior, Social Perception, and Psychophysiology"
8557,PSY,2014,fall,15.0,PSY 2670A,Decision Making and the Psychology of Possibility
8558,PSY,2014,fall,17.0,PSY 3200,Research Seminar in Clinical Science
8559,PSY,2014,fall,12.0,PSY 3220,Developmental Studies: Seminar
8560,PSY,2014,fall,17.0,PSY 3340,"Research Seminar in Cognition, Brain, and Behavior"
8561,PSY,2014,fall,25.0,PSY 3420,Research Workshop in Social Psychology
8562,PSY,2014,fall,15.0,PSY 3555,Instructional Styles in Psychology
8563,PSY,2014,fall,22.0,PSY 971,Contemporary Issues in Psychology: Intensive Cross-level Analyses
8564,PSY,2014,fall,7.0,PSY 975,Contemporary Issues in Psychology: Intensive Cross-level Analyses for Cognitive Neuroscience and Evo
8565,PSY,2014,fall,14.0,PSY 980F,Animal Cognition
8566,PSY,2014,fall,10.0,PSY 980H,In the Presence of the Enemy: Social-Psychological Approaches to Intergroup Conflict
8567,PSY,2014,fall,10.0,PSY 980O,Perception and Imagination
8568,PSY,2014,fall,16.0,PSY 980U,Psychological Challenges of Adolescence and Early Adulthood
8602,SCILIVSY,2014,fall,79.0,SCILIVSY 11,Molecules of Life
8603,SCILIVSY,2014,fall,116.0,SCILIVSY 12,Understanding Darwinism
8604,SCILIVSY,2014,fall,219.0,SCILIVSY 20,Psychological Science
8605,SCILIVSY,2014,fall,15.0,SCILIVSY 22,Human Influence on Life in the Sea
8606,SCILIVSY,2014,fall,31.0,SCILIVSY 26,"The Toll of Infection: Understanding Disease in Scientific, Social, and Cultural Contexts"
8607,SCIPHUNV,2014,fall,56.0,SCIPHUNV 12,Natural Disasters
